hospital,address,phone,city,pincode,,,
Padmini Nursing Home,"# 9, Pachayappa College Hostel Road, Chetpet",9840066739,Chennai,600031,,,
St.Thomas Hospital,# St.Thomas Mount,9444799348 / 22535006,Chennai,600016,,,
RSR'S Trinity Acute Care Hospital,"#33, Desika Road, Mylapore",9841076611 /,Chennai,600004,,,
Sooriya Hospital,"# 1, Arunachalam Road, Saligramam",044-23761750-6 ,Chennai,600093,,,
SMV Nursing Home ,"# 68,South Sivan Koil Street, Saidapet Road Vadapalani.",98400049531 /9840216375,Chennai,600026,,,
Chennai Krishna Hospital,"#297,GST Road,Chromepet.",044-64534400 / 9884033142,Chennai,600044,,,
Vijaya Group of Hospitals ,"# 180, NSK Salai,Vadapalani .",044-24838426,Chennai,600026,,,
Pallava Hospital,"# 19-A, First Avenue, Ashok Nagar.","044-24898100,2485390",Chennai,600083,,,
Darshan Surgical Centre ,"# 24, 5th Main Road, Anna Nagar.",9940084571,Chennai,600040,,,
Shankara Nethralaya ,"# 41 / 18, College Road ",7667314598 / 9025121213,Chennai,600006,,,
Noble Hospital ,"# 4, Audiappa Mudali Street, Purasawalkam",044-23422374 / 9841404140,Chennai,600084,,,
Gunasekaran hospitals Pvt Ltd,"# 1, Crescent Park St, T.Nagar",044-24341055 / 9677078060,Chennai,600017,,,
Satish Eye Hospital ,"# 15, Ormes Road ,Kilpauk.",9600060123,Chennai,600010,,,
Eswar Medical Foundation ,"# 1, Bharathi Nagar, Redhills Road, Kolathur. ","044-26710351, 9884541807",Chennai,600099,,,
New Hope Indian Speciality Hospitals,"# 1051, Poonamalle High Road, Arumbakkam","044 / 42640810, 9965583140.",Chennai,600106,,,
Sen Hospital ,"# 18, Bundergarden Street, Perambur.",044-25586896 / 9840243833,Chennai,600011,,,
Bharani Hospital ,"# 57, Arcot Road, Saligramam.",9500035653,Chennai,600093,,,
GR Hospital ,"# 12 / 6, Link Road, Near NGO colony bus stand, Adambakkam.",044-22440474 / 9380708090,Chennai,600088,,,
B.M.Hospital,"# 36, 5 th Main Road, Thillai Ganga Nagar, Nanganallur.",044 / 222670884 / 9500176309,Chennai,600061,,,
Rvi Hospital ,"# 30, VI Cross Street, New colony, Chrompet.",044-22213709 / 9840024037,Chennai,600044,,,
K.J.Hospital ,"# 182, Poonamalle High Road.",044-26411513 ( 5 lines),Chennai,600084,,,
BSS Hospital ,"# 200 R.K Mutt Road, Mandaveli",9840569844,Chennai,600028,,,
Right Hospital ,"# 1, Prof.Subramanian Street, Kilpauk","044-26403939, 044-26403999",Chennai,600010,,,
Chettinad Hospital& Research Institute,"# Chettinad Health City, Rajiv Gandhi Salai , Kelambakkam",044-47418455,Chennai,603103,,,
Bharathiraja Speciality hospital ,"# 20,G.N.Chetty Road, T.Nagar.",9840671047,Chennai,600017,,,
Karthic Hospital ,"# 727 to 730, T.H Road,TSR Nagar, Thiruvottiyur.",044-25730335,Chennai,600019,,,
Xcellent Care Hospital ,"# 7/14,7th Cross Street, Rajalakshmi Nagar,Velachery","044-40000006, 9841967167",Chennai,600042,,,
Sinus and Nose Hospital ,"# 35 A Santhome High Road, Mylapore ","044-24984474, 24986886",Chennai,600004,,,
Nanthini Hospital,"# 168, Chandrasekaran Avenue, IT Highway , OMR, Thoraipakkam","044-24462400, 24917717",Chennai,600097,,,
Aditya Hospital,"# 7, Barnaby Road, Kilpauk ",9840727909,Chennai,600010,,,
Aakash Hospital,"90/43,Malviya Nagar",,New Delhi,,,,
Aar Pee Hospitals,"1276 – P,  Sector-28",,Faridabad,,,,
Aastha Eye Centre,5-R/5 & 1-E/25  NIT,,Faridabad,,,,
Aditya Varma Medical Centre,32  Chitra Vihar,,New Delhi,,,,
Ahooja Eye & Dental Institute,"560/1, Dayanand Colony, Near Railway Road, Opp. Bhim Nagar",,Gurgaon,,,,
Alchemist Institute of Medical Sciences,"DLF Golf  Course Road, Saraswati Kunj,Sec – 53",,Gurgaon,,,,
Amar Leela Hospital Pvt. Ltd,B - 1/6  Janak Puri,,New Delhi,,,,
Ambay Hospital,No. 1  Lajpat Nagar,,Ghaziabad ,,,,
Artemis Medicare Services Ltd.,Sector- 51,,Gurgaon,,,,
Aryan Hospital,"44,Rattan Garden,Old Railway Road",,Gurgaon,,,,
Ashwani Hospital,"Clinic Site No. 1,Huda Market, Sector – 9",,Faridabad,,,,
Ashwani Hospital,"8-D1/Sector – 11,YMCA Road",,Faridabad,,,,
Asian Institute of Medical Sciences,"Sector 21 A,Main Badkal Road",,Faridabad,,,,
Astha Hospital - G. Noida,"NH-05, Block - I, Sector Alpha - 2, Greater Noida
",,Noida,,,,
Ayushman Hospital,"Plot No.2  Sector - 12,Dwarka",,New Delhi,,,,
Ayushman Hospital & Trauma Centre,37 Mile stone Hero Honda Chowk,,Gurgaon,,,,
B L Kapur Memorial Hospital,"Pusa Road
",,New Delhi,,,,
B.M Gupta Nursing Home Pvt.Ltd.,"H-11-15 Arya Samaj Road,Uttam Nagar",,New Delhi,,,,
Bajaj Eye Care Centre,"101  Vikas Surya Plaza,Plot No. 7,DDA community Centre,Road No. 44, Pitampura",,New Delhi,,,,
Balaji Medical & Diagnostic Research Centre,"108-A  I.P. Extension,Patparganj",,New Delhi,,,,
Ballabhgarh Nursing Home,"64-65  Mukesh Colony,Ballabhgarh",,Faridabad ,,,,
Banarsidas Chandiwala Institute Of Medical Sciences,"Chandiwala Estate Maa Anandmai Ashram Marg,Kalkaji ",,New Delhi,,,,
Batra Hospital And  Medical Research Centre,"1  Tughlakabad Institutional Area,Mehrauli Badarpur Road",,New Delhi,,,,
Bhagat  Hospital,D-2/48-49  Janakpuri,,New Delhi,,,,
Bhagat Chandra Hospital,RZ F-1/1 Mahavir Enclave Dwarka,,New Delhi,,,,
Bhagwati Hospital,"CS/OCF – 6,Sector-13,Rohini",,New Delhi,,,,
Bhardwaj Hospital,NH-1  Sec-29,,Noida,,,,
Bhatia Global Hospital (Bhatia Endosurgery Pvt. Ltd.),"305,307&308 Ambika Vihar",,New Delhi,,,,
Bhatia Nursing Home,"Panjabi Mohalla,Near Gupta Hotel,Mohna Road,Ballabhgarh",,Faridabad,,,,
Bhatia Orthopaedic And Maternity Nursing Home.,"390, Sector- 7B",,Faridabad ,,,,
Bimla Devi Hospital,"Plot 5, Pocket B Mayur Vihar Phase II, New Delhi – 110091",,New Delhi,,,,
C.K. Memorial Kapoor Hospital,"3B/8A,NIT - 3,DAV College Road
",,Faridabad,,,,
Central Hospital,"A – 142/1,A-142,Ganesh Nagar,Tilak Nagar",,New Delhi,,,,
Centre For Sight,B-5/24  Safdarjung Enclave,,New Delhi,,,,
Centre For Sight(Preet Vihar),"F-19,Main Vikas Marg,Preet Vihar",,New Delhi,,,,
Centre For Sight(Rohini),"304-309, 3rd Floor, Ring Road Mall, Outer Ring Road,Sec – 3,Rohini",,New Delhi,,,,
Chandna Medical Centre,"52 & 85, Sector – 18A",,Faridabad,,,,
Chandra Laxmi Hospital Limited,"Sector - 4, Plot No.  -337, Vaishali",,Ghaziabad,,,,
Chaudhary Eye Centre And Laser Vision,"4802 Bharat Ram Road(Ansari Road) , Darya Ganj, New Delhi",,New Delhi,,,,
Delhi Heart And Lung Institute,3-Mm Ii Panchkuian Road,,New Delhi,,,,
Dr. Kapur's The Healing Touch Eye Centre,"D-8, Vikas Puri",,New Delhi,,,,
Dr. M.L. Gupta Memorial Centre,"5E/4,B.P.Railway Road,NIT",,Faridabad,,,,
Dr. Nand Lal Sharma Memorial Hospital,"House Number- 701  Sector - 8, YMCA Road",,Faridabad,,,,
Dr. Patnaiks Laser Eye Institute,"C – 2, Lajpat Nagar - III",,New Delhi,,,,
Dr. Shroff S Charity Eye Hospital,"5027, Kedar Nath Road, Daryaganj",,New Delhi,,,,
Drishti Eye Centre - Faridabad,"20-21/F, Fruit Garden,NH - 5, NIT
",,Faridabad,,,,
Durga Hospital (P) Ltd.,"711,Mukherjee Nagar
",,New Delhi,,,,
East Delhi Medical Centre,"1/550,G.T. Road,Mansarovar Park,Shahdara",,New Delhi,,,,
Eden Hospital Pvt Ltd.,"B-162,East Of Kailash",,New Delhi,,,,
Escorts Heart Institute  Research Centre Ltd.,Okhla Road,,New Delhi,,,,
Escorts Hospital And Research Centre Limited,Neelam Bata Road N.I.T.,,Faridabad,,,,
Eye Care Centre ,"1368-B,Sector-14",,Faridabad,,,,
Eye Q Super Speciality Eye Hospital,4306  Near Galleria Market DLF- 4th,,Gurgaon,,,,
Fortis Flt Lt Rajan Dhall Hospital,"B-1  Pocket - 1, Aruna Asaf Ali Marg, vasant Kunj",,New Delhi,,,,
Fortis Hospital Management Ltd,"Shalimar Bagh
",,New Delhi,,,,
G.M.Modi Hospital and Research Centre For Medical Sciences,"Mandir Marg Saket , New Delhi",,New Delhi,,,,
Gandhi Nursing Home,"C-50,51 Om Vihar,Uttam Nagar",,New Delhi,,,,
Ganesh Hospital,"2-C, Nehru Nagar",,Ghaziabad,,,,
Ganesh OrthoTrauma & Medical Centre,"F.15/7, Hansraj Marg, Krishna Nagar Colony
",,New Delhi,,,,
Geeta Hospital,Sector - 28  Near Huda Market,,Faridabad,,,,
Genesis Hospital Pvt Ltd,"C-1/130,Near Mata Chanan Devi Hospital,Janak Puri",,New Delhi,,,,
Ghai Hospital,Plot No. 29  Sector - 9,,Faridabad,,,,
Gopal Nursing Home And Eye Hospital,"B-1 Jyoti Nagar , New Delhi",,New Delhi,,,,
Goyal Hospital And Urology Centre,E-4/8  Lajpat Rai Chowk,,New Delhi,,,,
Gupta Nursing Home,160  Sector - 16 A,,Faridabad,,,,
Handa Nursing Home,57   Raja Garden,,New Delhi,,,,
Hemraj Jain Hospital And Maternity Home,"1, Block, C - 1,Janakpuri
",,New Delhi,,,,
Holy Family Hospital,"Okhla Road, New Delhi-110025",,New Delhi,,,,
Icare Eye Hospital & P.G. Inst Glaucoma Research Centre,E - 3a  Sector - 26,,Noida,,,,
Indian Spinal Injuries Centre,Sector-C Vasant Kunj,,New Delhi,,,,
International Hospital Limited,B-22  Sector-62,,Noida,,,,
Jain Hospital,177-178  Jagriti Enclave,,New Delhi,,,,
Jaipur Golden Hospital,"2  Institutional Area, Sector 3,Rohini",,New Delhi,,,,
Jeewan Hospital And Nursing Home Pvt. Ltd.-Gate1,Jeewan Nagar,,New Delhi,,,,
Jeewan Hospital And Nursing Home Pvt. Ltd.Gate-2,150  Jeewan Nagar,,New Delhi,,,,
Jeewan Jyoti Hospital,562  Sector-15,,Faridabad ,,,,
Jeewan Mala Hospital Pvt. Ltd.,67/1new Rohtak Road,,New Delhi,,,,
Jeewan Nursing Home And Hospital,"2-B Pusa Road , New Delhi",,New Delhi,,,,
Jessa Ram Hospital,W.E.A. Karol Bagh,,New Delhi,,,,
Kalra Hospital And S R H I R C,A - 5- 6  Kirti Nagar,,New Delhi,,,,
Kalyani Hospital Pvt. Ltd.,"Government College,Mehroli Road",,Gurgaon,,,,
Kapoor Medical Centre,E - 18  Naraina Vihar,,New Delhi,,,,
Kesar Hospital,"AH-11,Shalimar Bagh",,New Delhi,,,,
Khandelwal Hospital & Urology Centre,B - 16 East Krishna Ngar,,New Delhi,,,,
Khanna Hospital,"C2/396,Janakpuri",,New Delhi,,,,
Khetarpal Hospital,F-95  Bali Nagar,,New Delhi,,,,
Khetarpal Nursing Home,"GN - 5,Shivaji Enclave",,New Delhi,,,,
Krishna Nursing Home,"H.No. 71,Sector -10",,Faridabad,,,,
Kuber Hospital,"12, Chanderlok Enclave, Pitampura
",,New Delhi,,,,
Kukreja Hospital ,"No.D-36, Acharya Niketan,Mayur Vihar Phase - 1
",,New Delhi,,,,
Kukreja Hospital And Heart Centre,"C-1  Vishal Enclave, Raja garden",,New Delhi,,,,
Lions Kidney Hospital & Urology Research Inst.,Opp B Block  New Friends Colony,,New Delhi,,,,
Lohan Children Hospital,5C-14 B.P. NIT,,Faridabad,,,,
Lotus Hospital,"WZ 409A, Janak Park, Hari nagar",,New Delhi,,,,
M.G.S. Hospital,Rohtak Road West Punjabi Bagh ,,New Delhi,,,,
Mahajan Children Hospital & Nursing Home,"WZI-50, Arya Samaj Road, Uttam Nagar",,New Delhi,,,,
Maharaja Agrasen Hospital,"Road Number-35, New Rohtak Road,Punjabi Bagh",,New Delhi,,,,
Mahindru Hospitals Pvt. Ltd,"E – 1, Kiran Garden",,New Delhi,,,,
Mai Kamliwali Jan Kalyan Hospital And Research Centre,"J-Block  Community Centre, Rajouri Garden",,New Delhi,,,,
Makkar Medical Centre,A-1  Priyadarshini Vihar,,New Delhi,,,,
Malik Radix Healthcare Pvt Ltd,"C – 218,Nirman Vihar",,New Delhi,,,,
Mamta Hospital,877  Mata Mandir Road,,Gurgaon,,,,
Mata Chanan Devi Hospital,C-1 Janakpuri New Delhi,,New Delhi,,,,
Max  Healthcare Institute Ltd,A-364  Sector-19,,Noida,,,,
Max Devki Devi Heart & Vascular Institite,"2  Press Enclave,Saket",,New Delhi,,,,
Max Healthcare Institute Ltd,Hb Twin Tower  Pitampura,,New Delhi,,,,
Max Hospital,Block - B  Sushant Lok,,Gurgaon,,,,
Max Super Speciality Hospital,"1,Press Enclave,Saket",,New Delhi,,,,
Medanta The Medicity,"Sector 38, Gurgaon",,Gurgaon,,,,
Medicheck Hospital,"1 C/53,Near I.O.B. Bank,NIT ",,Faridabad,,,,
Metro Heart Institute ,Sector - 16a Sun Flag Hospital Complex,,Faridabad,,,,
Metro Hospital  And Cancer Institute,"21  Community Centre, Preet Vihar",,New Delhi,,,,
Metro Hospital & Heart Institute,"14  Ring Road,Lajpat Nagar",,New Delhi,,,,
Metro Hospital And Heart Institute (Metro Heart Institute),"X-1  Sector - 12, Near Sahara Samay News Paper Noida",,Noida,,,,
Metro Hospital And Heart Institute (Metro Multi Speciality Hospital),L-94  Sec.- 11,,Noida,,,,
Mohan Eye Institute,"11 - B,Ganga Ram Hospital Marg",,New Delhi,,,,
Monga Medical Centre,J-10  Krishna Nagar,,New Delhi,,,,
National Institute Of Medical Sciences,"Sector -23A, Faridabad",,Faridabad ,,,,
Navjeevan Hospital,"A-12, Pushpanjali Enclave, Pitampura",,New Delhi,,,,
Navjyoti Eye Centre,"90, Daryaganj",,New Delhi,,,,
Nayan Jyoti Eye Centre,"1F-94, NIT Faridabad",,Faridabad,,,,
Nazar Kanwar Surana Hospital,"219 / 220  N K Surana Marg, Gulabi Bagh, Malka Ganj",,New Delhi,,,,
Netrayatan (Dr. Grover S Eye Care And Microsurgery Centre),S-371  Greater Kailash-Ii,,New Delhi,,,,
Noida Medicare Center Ltd.,"16 - C   Block - E, Sector-30, ",,Noida,,,,
Palwal Hospital,Old Gt Road,,Palwal,,,,
Panchsheel Hospital Pvt. Ltd,"C-3/64A,Yamuna Vihar",,New Delhi,,,,
Paras Hospitals,C-1  Susshant Lok-1,,Gurgaon,,,,
Park Hospital,"12- Meera Enclave, Chowkandi",,New Delhi,,,,
Park Hospital,"1805, Palam Gurgaon Road, Dundahera",,Gurgaon,,,,
Pentamed Hospital,"7 Local Shopping Centre Phase - 4, Derawal Nagar, Gujrawala Town , New Delhi",,New Delhi,,,,
Perfect Vision Eye Hospital - A Unit Of Fx Enterprise Solutions India Pvt. Ltd.,"Plot No. - 7, Sector - 27",,Faridabad ,,,,
Prayag Hospital And Research Centre,"J-206/A-1 Sector-41 , Noida",,Noida,,,,
Prime Hospital & Ortho Centre,SEC-30 HUDA MARKET FARIDABAD,,Faridabad,,,,
Pushpanjali Crosslay Hospital,"W - 3, Sector - 1, Vaishali ",,Ghaziabad,,,,
Pushpanjali Medical Centre Heart And Trauma Hospital,A-14-15 Pushpanjali,,New Delhi,,,,
Pushpawati Singhania Research Institute For Liver  Renal And Digestive Diseases.,Press Enclave Marg Sheikh Sarai-Ii,,New Delhi,,,,
QRG Central Hospital & Research Centre,"69,Sec – 20A,Near Neelam Flyover",,Faridabad,,,,
R.G Scientific Enterprises Ltd.(R G Stone Urological Research Institute),F-12  East Of Kailash,,New Delhi,,,,
R.G. Stone & Urology & Laproscopy Hospital,"B-1, Vishal Enclave, Rajouri Garden",,New Delhi,,,,
R.G. Stone Urology & Laparoscopy Hospital,"195  Deepali Chowk, Pitampura",,New Delhi,,,,
Ram Lal Kundan Lal Orthopaedic Hospital And R.K. Maternity Home,"Plot No. - 8, Patparhganj Road, Opposite Mother Dairy Pandav Nagar",,New Delhi,,,,
RG Stone Urology & Laparoscopy Hospital,"18,Gagan Vihar ",,New Delhi,,,,
Rlkc Hospital - Metro Heart Institute,Naraina Road Near - Shadipur Metro Station,,New Delhi,,,,
S.V. Nursing Home,"1 – G/49, B.P.,NIT",,Faridabad,,,,
Santom Hospital Pvt. Ltd.,"D – 5,Prashant Vihar",,New Delhi,,,,
Sarthak Medical Centre,"RZ-2C, Main Road, Palam Village
",,New Delhi,,,,
Sarvodaya Hospital ,"Gopi Colony,Sector-19",,Faridabad,,,,
Sarvodaya Hospital & Heart Center,"YMCA Road  Near ESI Hospital,Sector 8",,Faridabad,,,,
Satya Medical Centre,"A-98/A Sector - 34, Noida",,Noida,,,,
Sawan Neelu Angles Nursing Home,"J – 293,Saket",,New Delhi,,,,
Sehgal Nursing Home,"B-364 Meera Bagh , New Delhi",,New Delhi,,,,
Sethi Hospital,"301-302, Model Town, Basai Road",,Gurgaon,,,,
Shanti Gopal Hospital,"Plot No. NH1, Ahinsa Khad - II, Indirapuram",,Ghaziabad,,,,
Shanti Mukand Hospital,"2 Institutional Area, Dayanand Vihar, Vikas Marg Extension , New Delhi",,New Delhi,,,,
Sharp Sight Centre (East),81  Defence Enclave Vikas Marg  (New Delhi),,New Delhi,,,,
Sharp Sight Centre (Janakpuri),"A3/24,Janakpuri
",,New Delhi,,,,
Sharp Sight Centre (Karol Bagh),"Pusha Road,Karol Bagh
",,New Delhi,,,,
Sheetla Hospital And Eye Institute Pvt. Ltd.,Near D.S.D. College New Railway RoadGurgaon,,Gurgaon,,,,
Shivalik Hospital,"Huda Market,Sector-37",,Faridabad,,,,
Shivmani Hospital,5E/9 NIT,,Faridabad,,,,
Shree Jeewan Hospital,"67/1  New Rohtak Road,Karol Bagh",,New Delhi,,,,
Shreya Eye Centre,"D-163,Surajmal Vihar
",,New Delhi,,,,
Shri Mool Chand Kharaiti Ram Hospital And Ayurvedic Research Institute,Lajpat Nagar- 3,,New Delhi,,,,
Shroff Eye Centre,A-9 Kailash Colony,,New Delhi,,,,
Shubham Hospital,"DD-15, Kalkaji",,New Delhi,,,,
Sir Ganga Ram Hospital,Sir Ganga Ram Hospital Marg Old Rajinder Nagar,,New Delhi,,,,
Sonia Hospital,"1,Gulsan Park,Main Rohtak Road,Nangloi",,New Delhi,,,,
Sparsh Medicare & Trauma Centre,"Shakti Khand-III/54, Indirapuram",,Ghaziabad,,,,
Sri Balaji Action Medical Institute,"Fc-34 A-4, Paschim Vihar",,New Delhi,,,,
St. Stephen's Hospital,Tis Hazari,,New Delhi,,,,
Sukhmani Hospital,"B-7 Extn/126 A,Safdarjung Enclave",,New Delhi,,,,
Suman Super Specialty Hospital ,"Plot No 14, Pkt no: 4, Binda Pur Sec: 7, Dwarka, New Delhi - 59",,New Delhi,,,,
Sumitra Hospital,"A – 119A, Sector - 35",,Noida,,,,
Sunder Lal Jain Charitable Hospital,Ashok Vihar Phase Iii,,New Delhi,,,,
Surya Ortho & Trauma Centre,5R/5/1  NIT,,Faridabad,,,,
Swasthik Hospital,"14, Gopal Nagar,Opposite Ashok Nagar,Tilak Nagar , New Delhi",,New Delhi,,,,
Tirath Ram Hospital Pvt Ltd,"163/3, Basai Road,Gurgaon",,Gurgaon,,,,
Tirath Ram Shah Charitable Hospital,"2, Battary Lane, Rajpur Road, Near Tis Hazari Court",,New Delhi,,,,
Uma Sanjeevani Health Centre Pvt Ltd,1  Dakshin Marg Dlf Phase II,,Gurgaon,,,,
Umkal Healthcare Pvt. Ltd.,"H - Block Palam Vihar , Gurgaon",,Gurgaon,,,,
Umkal Hospital And M.P. Heart Research Institute,"A-520 Sushant Lok - 1 , Gurgaon",,Gurgaon,,,,
Vardaan Hospital,0.3  N.I.T,,Faridabad,,,,
Vinayak Hospital,"NH - 1 Sector - 27 Atta Market , Noida",,Noida,,,,
Vision Eye Hospital,"F- 24/136,Sector - 7,Rohini",,New Delhi,,,,
Visitech Hospital Pvt. Ltd,R-13  Greater Kailash-I,,New Delhi,,,,
Walia Nursing Home,"G 60 Vikas Marg, Laxmi Nagar, New Delhi – 110092",,New Delhi,,,,
Yashoda Hospital,Iii - M Nehru  Nagar,,Ghaziabad,,,,
Yashoda Super Speciality Hospital,H-1  Kaushambhi,,Ghaziabad,,,,
Apoorva Hospital,"46 / A Santosh Nagar, Mehindipatnam",,Hyderabad,500028,,,
Bapuji Hospital,"7-44 Bapujinagar, Nacharam ",,Hyderabad,500076,,,
BBR Hospitals,"7-4-194, Ferozguda, Balanagar, Secunderabad ",,Hyderabad,500011,,,
Bristlecone Hospital,"3-4-136/A, Street No. 6, Near Barkatpura Chaman, Pf Office",,Hyderabad,500027,,,
Clear Vision Eye Center,"3-6-272, Nvk Towers, Himayathnagar",,Hyderabad,500029,,,
Devishetty Hospital,"A3, Moti Valley, Thirumalagirry, Beside Acer Motors, Secunderabad",,Secunderabad,500003,,,
Eashwar Lakshmi Hospital,"Plot No.9, Gandhi Nagar",,Hyderabad,500080,,,
Femicare Hospital,"8-2-229 / 37, Tahir Villa, Yousuf Guda Check Post",,Hyderabad,500045,,,
GBR Hospital,"Beside Fruit Market, Chaitanya Puri, Dilshuknagar",,Hyderabad,502103,,,
Geetha Multi speciality Hospital,"Road No 4, West Maradpally, Secunderabad ",,Hyderabad,500026,,,
Haritha Hospital,"#1-111/2/2/1, Police Line, Kondapur",,Hyderabad,500081,,,
Harsha Hospital- kukatpally,"Plot No: 141, Sapthagiri Cly, Kukatpally ",,Hyderabad,500072,,,
Healing Touch Hospital,"8-1-9, Market Street Opp Clock Tower, Secunderabad Market Street ",,Secunderabad,500003,,,
Hope Childrens Hospital,"5-9-24 / 81 Lake Hills Road, Basheerbagh",,Hyderabad,500463,,,
Janani Hospital,"3-12-58 / 2, Ramanthapur, Ganesh Nagar, (Opp. Road To Tv Studio)",,Hyderabad,500013,,,
Janapareddy Hospital,"Plot No 26 / A, Sikh Village, Sikh Road",,Secunderabad,500009,,,
Kamala Hospital,"Kamala Complex, Chandana Brothers, Dilsuknagar,",,Hyderabad,500060,,,
Konark Hospital,"Plot No : 13 & 14, Beside Sherwood Public School, Pet Basheerabad, Kompally",,Hyderabad,500055,,,
Krishna Hospital,"H.No- 8-147, Gayathrinagar X Roads, Karmanghat",,Hyderabad,500079,,,
LK  Hospital pvt ltd,"#4-159 / 4-172, Maruthi Nagar, Malkajgiri",,Hyderabad,500047,,,
Madhava Nursing Home,"43, Sarojini Devi Road, Sec-Bad Sd Road ",,Hyderabad,500003,,,
Mahesh Hospital and Research Foudation,"3-6-756, St No 13, Himayathnagar ",,Hyderabad,500029,,,
Mamata Hospital,"Plot No. 27, Bhagyanagar Colony Extn., Opp. Sivaparvathi & Arjun Theatre, Kphb Main Road, Kukatpally ",,Hyderabad,500072,,,
Meena Hospital,"# 10-5-682, Sai Ranga Towers, Thukaramgate, North Lallaguda, Secunderabad Thukaramgate, Sai Ranga Towers",,Hyderabad,500017,,,
Mythri Hospital Chandranagar,"Plot No- 5-4 / 12 To 16, Main Road, Chandanagar ",,Hyderabad,500050,,,
Mythri Hospital Medinipatnam,"H.No# 13-6-434 / C / 148, Gudimalkapur, Mehidipatnam, Ring Road ",,Hyderabad,500008,,,
Narayana Hrudayalaya Hospital,"1-1-216, Suraram X Roads, Jeedimetlam Medak Road, Venkatarama Colony",,Hyderabad,500002,,,
NeoRetina Eye Hospital,"#5-9-83/B, Chapel Road, Nampally, Opp. Public Gardens, A.P.",,Hyderabad,500001,,,
Nest Childrens Hospital,"Pl.No. Az, Vikrampuri Colony, Secunderabad",,Secunderabad,500009,,,
Nightingale hospital,"# 17-1-383 / N.S / 3 &4, Opp Amber Biscuit Factory, Nagarjuna Sagar Rd, Santosh Nagar Xroads",,Hyderabad,500059,,,
Omega Hospital,"#8-2-293/82/L/276A, Mla Colony Road, No 12 Bajara Hills ",,Hyderabad,500034,,,
Omni Hospital ,"# 11-9-46, Opp. Private Market Kottapet, X Roads, Dikushnagar",,Hyderabad,500036,,,
Padmaja Hospital,"#17-1-386/1/18, Kesavanagar Colony, Clampapet,",,Hyderabad,500059,,,
Poojitha Hospital,"7-2-1799 / 4A / 2, Sanathnagar, Czech Colony",,Hyderabad,500018,,,
Pragna Hospital,"6-3-347 / 22 / B / 1, Dwarakapuri Colony, Near Sai Baba Temple, Panjagutta",,Hyderabad,500016,,,
Pranam Hospital,"Ist Floor, Megha Hills Complex, Miyapur",,Hyderabad,500050,,,
Prasad Hospital,"Mig-204, Road No 1, Kukatpally, Opp. Grand Sitara Hotel, Kphb Cly",,Hyderabad,500072,,,
Prime Hospital Ameerpet,"Plot No - 04, Ameerpet Mythri Vihar, Behind Mythrivanam",,Hyderabad,500038,,,
Prime Hospital Kukatpally,"Mig 113 & 114, Road No:-1.K.P.H.B.Colony, Kukatpally ",,Hyderabad,500072,,,
Ram Hospital,"Shapurnagar, Ida, Jeedimetla",,Hyderabad,500055,,,
Ravi Helious Hospital,"175, R.K.Matt Road, Opp: Indirapark",,Hyderabad,500029,,,
Sai Ram Multispeciality Hospital,"7-78, Konark Theatre Lane, P&T Colony",,Hyderabad,500060,,,
Satya Kidney Hospital,"3-6-4, Street No 4, Himayath Nagar ",,Hyderabad,500029,,,
Shreshta Orange Hospital,"3-8-264/1,02 264/2  Sy No 58.58/A, Chandrapuri Colony, Opp:Vijaya Laxmi Theater, R.R.Dist",,Hyderabad,500070,,,
Shreya Hospital,"Plot No:286&289, Srinivasa Nagar Cly, Dr.A.S.Rao Nagar, Ecil ",,Hyderabad,500062,,,
Sigma Hospital,"#22-4/1, Apiic Colony, Ida Jeedimetla, Shapur",,Hyderabad,500055,,,
Soorya Orthopaedic Hospital and Super Speciality Center,"# 1-7-226, Opp. Round Building, Kamala Nagar, Ecil, Near Kumar Shirts,",,Hyderabad,500062,,,
Sree Nethraya eye hospital,"#11-9-1, Vimal Complex, Kothapet, ",,Hyderabad,500035,,,
Sri Raghavendra Hospital,"#1-7-100, Kamalanagar, Ecilxnds, Hyderabad",,Hyderabad,500062,,,
Sri Srinivasa Hospital(Unit of Marthala),"#17-1-380 / E / 28&32, C.E Colony, Saidabad Santosh Nagar ",,Hyderabad,500059,,,
Srinivas Hospital,"Plot No:- 256, Sainikpuri, Hasthanapuri Colony",,Secunderabad,500094,,,
Sunshine Hospital,"#1-7-186-189, 201 To 205, Prenderghast Road, Secunderabad",,secunderabad,500003,,,
SV Multispeciality Hospital,"H.No. 6-156, Slns Colony, Balapur X Roads, Hyd Rr Dist",,Hyderabad,500035,,,
Swarup Eye Centre,"# 145, Dwarkapuri Cly, Panjagutta",,Hyderabad,500082,,,
Tanvi Eye Center,"Plot No- 23&24, Sanjeev Housing Cly, East Marredpally, Secunderabad East",,Hyderabad,500026,,,
Trident Hospital,"Nh 7, Main Road, Madhura Nagar, Shamshabad, Rr Dist,",,Hyderabad,500001,,,
Unity Centre for Orthopaedic & Trauma,"3-5-170 / Gs, Narayanguda ",,Hyderabad,500029,,,
Usha mallupudi Cardiac Hospital,Gajularamaram Jeedimetla Quthbullapur Municipality,,Hyderabad,500055,,,
Vijaya Hospital,"Plot No 128, New Gayathri Nagar, Karmanghat",,Hyderabad,500079,,,
Vishnu Hospital,"# 1-142-A, Chanda Nagar, Opp Bharat Petrolium Pump",,Hyderabad,500050,,,
